,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
12378,Tokobot,PSP,2005.0,Platform,Take-Two Interactive,0.06,0.0,0.0,0.0,72.0,30.0,7.3,8.0,Tecmo,E
15604,Vietcong,PC,2003.0,Shooter,Gathering of Developers,0.0,0.02,0.0,0.0,74.0,22.0,8.7,76.0,Pterodon,T
3552,Odin Sphere,PS2,2007.0,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,83.0,49.0,8.6,59.0,Vanilla Ware,T
146,Metal Gear Solid,PS,1998.0,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,94.0,20.0,9.4,918.0,KCEJ,M
2294,Marvel: Ultimate Alliance 2,X360,2009.0,Role-Playing,Activision,0.68,0.15,0.0,0.08,73.0,75.0,7.3,82.0,Vicarious Visions,T
14660,007: Quantum of Solace,PC,2008.0,Action,Activision,0.01,0.01,0.0,0.0,70.0,18.0,6.3,55.0,Treyarch,T
7178,Dino Stalker,PS2,2002.0,Shooter,Capcom,0.07,0.06,0.08,0.02,50.0,18.0,6.3,8.0,Capcom,M
9928,Lost Planet 3,X360,2013.0,Shooter,Capcom,0.07,0.03,0.01,0.01,58.0,43.0,5.8,142.0,Spark Unlimited,T
14476,Transformers: Devastation,PC,2015.0,Action,Activision,0.0,0.03,0.0,0.0,74.0,9.0,7.6,56.0,PlatinumGames,T
16314,Banjo-Kazooie,X360,2008.0,Platform,Microsoft Game Studios,0.0,0.01,0.0,0.0,77.0,17.0,8.2,70.0,4J Studios,E
11259,Monster House,GBA,2006.0,Adventure,THQ,0.06,0.02,0.0,0.0,69.0,10.0,9,4.0,Artificial Mind and Movement,E
12307,GRID 2,PC,2013.0,Racing,Codemasters,0.0,0.06,0.0,0.01,80.0,17.0,5.7,571.0,Codemasters,E
7081,Pinball Hall of Fame: The Gottlieb Collection,PSP,2005.0,Misc,Play It,0.2,0.01,0.0,0.02,73.0,27.0,8.1,13.0,Farsight Studios,E
4545,Naruto: Ninja Council 3,DS,2006.0,Action,D3Publisher,0.39,0.0,0.0,0.03,56.0,23.0,6.5,13.0,Aspect,E10+
11510,Harry Potter and the Sorcerer's Stone,GC,2003.0,Action,Electronic Arts,0.06,0.02,0.0,0.0,62.0,11.0,8.3,6.0,Warthog,E
5164,ESPN X Games Skateboarding,PS2,2001.0,Sports,Konami Digital Entertainment,0.18,0.14,0.0,0.05,58.0,15.0,7.8,14.0,KCEO,E
15672,WorldShift,PC,2009.0,Strategy,Playlogic Game Factory,0.02,0.0,0.0,0.0,63.0,9.0,8.1,8.0,Black Sea Studios,T
1647,Max Payne,XB,2001.0,Shooter,Take-Two Interactive,0.98,0.19,0.0,0.05,89.0,24.0,8.3,61.0,neo Software,M
6815,NBA Live 10,PSP,2009.0,Sports,Electronic Arts,0.21,0.0,0.01,0.02,64.0,4.0,4.2,10.0,EA Canada,E
2700,DJ Hero,Wii,2009.0,Misc,Activision,0.45,0.23,0.0,0.07,87.0,22.0,7.6,19.0,Exient Entertainment,T
11134,Sniper Elite,XB,2005.0,Shooter,Ubisoft,0.07,0.02,0.0,0.0,77.0,25.0,8.5,11.0,Rebellion,M
12273,NHL Hitz Pro,XB,2003.0,Sports,Midway Games,0.05,0.01,0.0,0.0,81.0,23.0,8.8,12.0,Next Level Games,E
10500,Universe at War: Earth Assault,X360,2008.0,Action,Sega,0.09,0.01,0.0,0.01,66.0,44.0,8.3,57.0,Petroglyph,T
14013,APB Reloaded,PC,2011.0,Role-Playing,Iceberg Interactive,0.02,0.01,0.0,0.0,56.0,12.0,5.7,269.0,"Reloaded Productions, Reloaded Games Inc.",M
136,Super Mario Sunshine,GC,2002.0,Platform,Nintendo,4.01,1.26,0.87,0.17,92.0,61.0,8.6,439.0,Nintendo,E
2854,MLB 10: The Show,PS3,2010.0,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.06,91.0,33.0,8.3,107.0,SCEA,E
1200,LEGO Pirates of the Caribbean: The Video Game,Wii,2011.0,Action,Disney Interactive Studios,0.73,0.67,0.0,0.15,73.0,14.0,7,13.0,Traveller's Tales,E10+
8758,Birds of Steel,X360,2012.0,Simulation,Konami Digital Entertainment,0.11,0.03,0.0,0.01,77.0,18.0,8.9,18.0,Gaijin Entertainment,T
13189,The Lost Vikings,GBA,2003.0,Puzzle,Activision,0.04,0.01,0.0,0.0,75.0,16.0,9.1,15.0,Mass Media,E
3927,Dragon Ball Z: Supersonic Warriors,GBA,2004.0,Fighting,Atari,0.36,0.13,0.0,0.01,73.0,26.0,7,21.0,Arc System Works,T
3606,Quantum Break,XOne,2016.0,Action,Microsoft Game Studios,0.3,0.2,0.01,0.05,77.0,106.0,6.8,1659.0,Remedy Entertainment,M
2187,The SpongeBob SquarePants Movie,GC,2004.0,Platform,THQ,0.73,0.19,0.0,0.03,73.0,9.0,7.8,13.0,Heavy Iron Studios,E
5059,Harry Potter and the Prisoner of Azkaban,GC,2004.0,Action,Electronic Arts,0.29,0.08,0.0,0.01,67.0,22.0,7.3,8.0,EA Games,E
802,Final Fantasy III,DS,2006.0,Role-Playing,Square Enix,0.89,0.04,1.07,0.09,77.0,45.0,7.1,136.0,Matrix Software,E10+
2668,Pokemon Dash,DS,2004.0,Racing,Nintendo,0.21,0.14,0.38,0.04,46.0,28.0,5.9,34.0,Ambrella,E
241,Madden NFL 07,PS2,2006.0,Sports,Electronic Arts,3.63,0.24,0.01,0.61,84.0,29.0,8.2,39.0,EA Sports,E
12239,Mayhem 3D,X360,2011.0,Racing,Evolved Games,0.06,0.0,0.0,0.0,47.0,4.0,8.6,9.0,Zoo Games,E10+
644,Tom Clancy's Rainbow Six: Vegas 2,X360,2008.0,Shooter,Ubisoft,1.56,0.6,0.02,0.23,82.0,66.0,7.8,176.0,Ubisoft Montreal,M
5103,Quake 4,X360,2005.0,Shooter,Activision,0.32,0.02,0.0,0.03,75.0,52.0,6.7,80.0,Raven Software,M
1637,Mario Power Tennis,GC,2004.0,Sports,Nintendo,0.58,0.16,0.46,0.03,80.0,43.0,8.5,48.0,Camelot Software Planning,E
8312,MotoGP 10/11,PS3,2011.0,Racing,Capcom,0.04,0.1,0.0,0.03,68.0,32.0,6.1,23.0,Monumental Games,E
3074,Gods Eater Burst,PSP,2010.0,Action,Namco Bandai Games,0.03,0.0,0.62,0.0,71.0,30.0,7.9,35.0,"Shift, Bandai Namco Games",T
3278,Wet,PS3,2009.0,Shooter,Bethesda Softworks,0.22,0.27,0.01,0.11,70.0,61.0,6.4,55.0,Artificial Mind and Movement,M
10327,God Eater 2: Rage Burst,PS4,2015.0,Role-Playing,Namco Bandai Games,0.0,0.01,0.09,0.0,69.0,35.0,8,79.0,Shift,T
8326,Spawn: Armageddon,XB,2003.0,Action,Electronic Arts,0.13,0.04,0.0,0.01,57.0,27.0,9.2,5.0,Point of View,M
6915,Game of Thrones,PS3,2012.0,Role-Playing,Focus Home Interactive,0.1,0.1,0.0,0.03,53.0,14.0,5.5,81.0,"Cyanide, Cyanide Studios",M
62,New Super Mario Bros. 2,3DS,2012.0,Platform,Nintendo,3.66,3.14,2.47,0.63,78.0,70.0,7.2,424.0,Nintendo,E
12522,Disney Sports Skateboarding,GC,2002.0,Sports,Konami Digital Entertainment,0.05,0.01,0.0,0.0,36.0,7.0,4.7,6.0,KCEO,E
10659,Silent Scope Complete,XB,2004.0,Shooter,Konami Digital Entertainment,0.07,0.02,0.0,0.0,69.0,25.0,7.4,5.0,Konami,M
679,Resident Evil - Code: Veronica X,PS2,2001.0,Action,Capcom,1.08,0.7,0.34,0.21,84.0,21.0,8.4,189.0,Capcom,M
12714,Top Gun: Hard Lock,X360,2012.0,Action,505 Games,0.03,0.02,0.0,0.0,54.0,8.0,3.5,16.0,505 Games,T
3641,Hot Shots Golf: World Invitational,PSV,2011.0,Sports,Sony Computer Entertainment,0.15,0.11,0.25,0.05,76.0,55.0,8.1,77.0,Clap Hanz,E
1873,Yakuza 2,PS2,2006.0,Adventure,Sega,0.05,0.04,0.84,0.16,77.0,34.0,8.1,52.0,Amusement Vision,M
4744,Harry Potter and the Deathly Hallows - Part 1,DS,2010.0,Action,Electronic Arts,0.19,0.18,0.0,0.04,56.0,6.0,6,4.0,Full Fat,E10+
2912,Jade Empire,XB,2005.0,Role-Playing,Microsoft Game Studios,0.48,0.19,0.0,0.03,89.0,84.0,8.6,113.0,BioWare,M
4027,Boogie,Wii,2007.0,Misc,Electronic Arts,0.43,0.03,0.0,0.04,57.0,37.0,5.3,54.0,EA Montreal,E10+
7786,Final Fantasy XI,X360,2006.0,Role-Playing,Square Enix,0.17,0.01,0.0,0.01,66.0,25.0,6.5,33.0,Square Enix,T
489,Pac-Man Collection,GBA,2001.0,Puzzle,Atari,2.07,0.77,0.05,0.05,79.0,13.0,7.8,4.0,Mass Media,E
690,Paper Mario: Sticker Star,3DS,2012.0,Role-Playing,Nintendo,1.12,0.41,0.64,0.14,75.0,69.0,5.6,382.0,Intelligent Systems,E
10103,Gun Metal,XB,2002.0,Shooter,Rage Software,0.08,0.02,0.0,0.0,63.0,17.0,7.6,8.0,Rage Software,T
1014,Crackdown,X360,2007.0,Shooter,Microsoft Game Studios,1.0,0.53,0.03,0.18,83.0,75.0,8,340.0,Realtime Worlds,M
5283,WWE Crush Hour,PS2,2003.0,Racing,THQ,0.17,0.13,0.0,0.04,56.0,13.0,5.3,8.0,Pacific Coast Power & Light,T
4370,Celebrity Sports Showdown,Wii,2008.0,Sports,Electronic Arts,0.18,0.22,0.0,0.05,50.0,12.0,4.6,18.0,EA Canada,E
1361,Dragon Quest Monsters: Joker 2,DS,2010.0,Role-Playing,Square Enix,0.09,0.07,1.24,0.02,77.0,33.0,7.3,15.0,TOSE,E
16513,Ride 2,PC,2016.0,Racing,Milestone S.r.l,0.0,0.01,0.0,0.0,78.0,4.0,7.9,14.0,Milestone S.r.l,E
1526,Namco Museum DS,DS,2007.0,Misc,Atari,1.13,0.01,0.06,0.09,67.0,19.0,5.9,8.0,M2,E
1629,Donkey Kong Country 2,GBA,2004.0,Platform,Nintendo,0.79,0.27,0.12,0.04,80.0,22.0,9.1,37.0,Rare Ltd.,E
1551,Kid Icarus: Uprising,3DS,2012.0,Action,Nintendo,0.48,0.35,0.36,0.07,83.0,75.0,8.7,487.0,"Opus, Project Sora",E10+
1184,Conflict: Desert Storm,PS2,2002.0,Shooter,Gotham Games,0.98,0.53,0.0,0.06,55.0,10.0,8.6,45.0,Pivotal Games,T
1337,Kinect Joy Ride,X360,2010.0,Racing,Microsoft Game Studios,0.92,0.39,0.0,0.12,52.0,46.0,5,20.0,BigPark,E
3901,Alice in Wonderland,Wii,2010.0,Adventure,Disney Interactive Studios,0.25,0.21,0.0,0.05,69.0,18.0,7.4,13.0,Etranges Libellules,E10+
8252,The Secret World,PC,2012.0,Role-Playing,Funcom,0.07,0.08,0.0,0.02,74.0,55.0,8.2,1326.0,Funcom,M
2346,FIFA Soccer 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.28,0.51,0.0,0.09,80.0,18.0,8.4,22.0,EA Canada,E
5485,Classic NES Series: Castlevania,GBA,2004.0,Platform,Nintendo,0.17,0.06,0.09,0.01,74.0,10.0,8.6,12.0,Konami,E
15210,Pro Fishing Challenge,XB,2004.0,Sports,Atlus,0.02,0.0,0.0,0.0,62.0,11.0,9.1,9.0,Opus,E
5694,F1 Race Stars,PS3,2012.0,Racing,Codemasters,0.06,0.19,0.0,0.06,61.0,27.0,5.6,34.0,Codemasters,E
5119,Tomb Raider: Legend,X360,2006.0,Action,Eidos Interactive,0.27,0.07,0.01,0.03,80.0,54.0,7.3,84.0,Crystal Dynamics,T
1134,Max Payne 3,X360,2012.0,Shooter,Take-Two Interactive,0.86,0.62,0.01,0.13,86.0,80.0,7.8,869.0,Rockstar Studios,M
8342,Professor Heinz Wolff's Gravity,Wii,2008.0,Puzzle,Deep Silver,0.04,0.12,0.0,0.02,63.0,12.0,7.7,7.0,Deep Silver,E
11866,Emergency 2012,PC,2010.0,Simulation,Deep Silver,0.02,0.04,0.0,0.01,61.0,9.0,6.2,12.0,ValuSoft,T
10278,Frogger: Helmet Chaos,PSP,2005.0,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,66.0,18.0,6.4,5.0,Konami Computer Entertainment Hawaii,E
10451,Banjo-Pilot,GBA,2005.0,Racing,THQ,0.07,0.03,0.0,0.0,68.0,22.0,5.9,9.0,Rare Ltd.,E
4017,F1 2012,X360,2012.0,Racing,Codemasters,0.1,0.34,0.0,0.05,84.0,42.0,6.9,56.0,Codemasters,E
10409,SimCity 2000,GBA,2003.0,Simulation,Zoo Digital Publishing,0.08,0.03,0.0,0.0,62.0,9.0,7.8,11.0,Full-Fat,E
12035,Rayman 3: Hoodlum Havoc,GC,2003.0,Platform,Ubisoft,0.05,0.01,0.0,0.0,77.0,24.0,8.3,21.0,Ubisoft Shanghai,E
2424,Lemmings,PSP,2006.0,Puzzle,Sony Computer Entertainment,0.12,0.51,0.0,0.23,76.0,46.0,7.9,14.0,Team 17,E
859,Kingdom Hearts 358/2 Days,DS,2009.0,Role-Playing,Square Enix,1.06,0.26,0.53,0.13,75.0,53.0,7.8,162.0,h.a.n.d. Inc.,E10+
2962,The Sims: Medieval,PC,2011.0,Simulation,Electronic Arts,0.28,0.32,0.0,0.09,77.0,56.0,6.1,173.0,The Sims Studio,T
8089,Cabela's Big Game Hunter 2005 Adventures,XB,2004.0,Sports,Activision,0.13,0.04,0.0,0.01,65.0,5.0,8.3,6.0,FUN Labs,T
1364,Medal of Honor: Warfighter,PS3,2012.0,Action,Electronic Arts,0.48,0.62,0.06,0.26,55.0,22.0,6,250.0,Danger Close,M
1779,Tenchu: Wrath of Heaven,PS2,2003.0,Action,Activision,0.44,0.34,0.25,0.11,79.0,33.0,8.4,38.0,K2 LLC,M
2101,Mario Party Advance,GBA,2005.0,Misc,Nintendo,0.5,0.19,0.28,0.02,54.0,27.0,5.4,34.0,Hudson,E
369,FIFA Soccer 11,X360,2010.0,Sports,Electronic Arts,0.71,2.39,0.02,0.4,88.0,66.0,7.5,155.0,EA Sports,E
4937,Advance Wars: Dual Strike,DS,2005.0,Strategy,Nintendo,0.3,0.02,0.04,0.03,90.0,49.0,9,163.0,Intelligent Systems,E
5285,Homefront: The Revolution,PS4,2016.0,Shooter,Deep Silver,0.06,0.21,0.03,0.05,48.0,43.0,3.8,212.0,Deep Silver Dambuster Studios,M
8367,SSX On Tour,GC,2005.0,Sports,Electronic Arts,0.13,0.03,0.0,0.0,80.0,27.0,7.5,14.0,EA Canada,E
13886,Twin Strike: Operation Thunder,Wii,2008.0,Shooter,Zoo Games,0.04,0.0,0.0,0.0,50.0,7.0,8.3,6.0,Naps Team,E10+
11336,Blacksite: Area 51,PS3,2007.0,Shooter,Midway Games,0.07,0.01,0.0,0.01,56.0,23.0,6.3,18.0,Midway Studios - Austin,T
7817,Frequency,PS2,2001.0,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,83.0,26.0,9,29.0,Harmonix Music Systems,E
7331,Robotech: The Macross Saga,GBA,2002.0,Shooter,TDK Mediactive,0.15,0.06,0.0,0.0,61.0,8.0,6.5,4.0,Lucky Chicken,E
816,UFC 2009 Undisputed,X360,2009.0,Fighting,THQ,1.48,0.39,0.0,0.19,83.0,68.0,7.9,51.0,Yuke's,T
6124,DeathSmiles,X360,2009.0,Shooter,Rising Star Games,0.15,0.06,0.05,0.02,76.0,29.0,8.4,47.0,Cave,T
4120,Fortune Street,Wii,2011.0,Misc,Nintendo,0.25,0.03,0.17,0.02,68.0,42.0,7.5,24.0,Marvelous AQL,E
15213,Phoenix Wright: Ace Attorney Trilogy,3DS,2014.0,Adventure,Capcom,0.0,0.0,0.02,0.0,81.0,34.0,9,76.0,NATSUME ATARI Inc.,T
11107,Freestyle Metal X,PS2,2003.0,Racing,Midway Games,0.04,0.03,0.0,0.01,67.0,25.0,8.3,17.0,Deibus Studios,T
8751,Dynasty Warriors 8,X360,2013.0,Action,Tecmo Koei,0.09,0.05,0.0,0.01,65.0,21.0,7.5,35.0,Omega Force,T
6409,My Japanese Coach,DS,2008.0,Misc,Ubisoft,0.24,0.0,0.0,0.02,59.0,4.0,6.7,6.0,"Ubisoft, Sensory Sweep",E
13269,Ms Saga: A New Dawn,PS2,2005.0,Role-Playing,Namco Bandai Games,0.02,0.02,0.0,0.01,65.0,27.0,8.6,15.0,Bandai,E10+
2642,Lips,X360,2008.0,Misc,Microsoft Game Studios,0.12,0.56,0.0,0.1,71.0,43.0,7.4,34.0,iNiS,T
9280,Persona 4: Arena Ultimax,PS3,2014.0,Fighting,Atlus,0.0,0.0,0.13,0.0,84.0,38.0,8.1,85.0,Arc System Works,T
2305,Hot Shots Tennis,PS2,2006.0,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,70.0,44.0,8.1,8.0,Clap Hanz,E
14316,MotoGP,PSP,2006.0,Racing,Sony Computer Entertainment,0.03,0.0,0.0,0.0,69.0,18.0,7.1,7.0,Namco Bandai Games,E
14377,Song of the Deep,PC,2016.0,Action,Insomniac Games,0.03,0.0,0.0,0.0,73.0,12.0,6.3,15.0,Insomniac Games,E
16377,Dokuro,PSV,2012.0,Action,GungHo,0.0,0.0,0.01,0.0,76.0,26.0,8,18.0,Game Arts,E10+
10606,Resident Evil: Revelations 2,PSV,2015.0,Action,Capcom,0.0,0.03,0.07,0.01,65.0,12.0,7.8,63.0,Frima Studio,M
2600,Pro Evolution Soccer 2016,PS4,2015.0,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,87.0,54.0,7.1,680.0,Konami,E
1518,Pokemon Ranger: Guardian Signs,DS,2010.0,Role-Playing,Nintendo,0.5,0.16,0.58,0.05,68.0,25.0,8.2,25.0,Creatures Inc.,E
12038,The Guy Game,XB,2004.0,Misc,Gathering of Developers,0.05,0.02,0.0,0.0,47.0,20.0,5.4,7.0,Top Heavy Studios,M
7162,Hamtaro: Ham-Ham Games,GBA,2004.0,Sports,Nintendo,0.16,0.06,0.0,0.0,77.0,20.0,7.8,6.0,Alphadream Corporation,E
7737,UFC Personal Trainer: The Ultimate Fitness System,PS3,2011.0,Sports,THQ,0.08,0.08,0.0,0.03,65.0,8.0,2.4,5.0,THQ,E
517,Metroid Prime,GC,2002.0,Shooter,Nintendo,1.96,0.67,0.1,0.09,97.0,70.0,9.3,747.0,Retro Studios,T
10561,Surf's Up,X360,2007.0,Sports,Ubisoft,0.09,0.0,0.0,0.01,61.0,15.0,6.1,9.0,Ubisoft,E10+
2761,Midnight Club 3: DUB Edition,XB,2005.0,Racing,Take-Two Interactive,0.61,0.1,0.0,0.03,84.0,53.0,7.4,40.0,Rockstar San Diego,E10+
4855,Suzuki TT Superbikes,PS2,2005.0,Racing,Jester Interactive,0.33,0.01,0.0,0.05,71.0,7.0,8.5,8.0,Jester Interactive,E
8319,Let's TAP,Wii,2008.0,Misc,Sega,0.08,0.06,0.01,0.02,70.0,47.0,6.6,11.0,Prope,E
2438,Dragon Ball Z: Burst Limit,PS3,2008.0,Fighting,Atari,0.22,0.33,0.18,0.12,71.0,32.0,7.2,51.0,"Dimps Corporation, Namco Bandai Games",T
3765,Blitz: The League,XB,2004.0,Sports,Midway Games,0.4,0.11,0.0,0.02,78.0,30.0,7.7,14.0,Midway,M
6432,Panzer Dragoon Orta,XB,2002.0,Shooter,Sega,0.16,0.05,0.04,0.01,90.0,41.0,8.5,64.0,Smilebit,T
6340,Transformers: Cybertron Adventures,Wii,2010.0,Action,Activision,0.14,0.1,0.0,0.02,41.0,15.0,6.5,8.0,Next Level Games,T
4821,FIFA Soccer 13,PC,2012.0,Action,Electronic Arts,0.02,0.31,0.0,0.07,86.0,7.0,6.6,286.0,Electronic Arts,E
3560,NHL Hitz 20-02,PS2,2001.0,Sports,Midway Games,0.28,0.22,0.0,0.07,78.0,18.0,7.6,8.0,Black Box,E
3951,The Mummy Returns,PS2,2001.0,Action,Universal Interactive,0.25,0.19,0.0,0.06,44.0,13.0,7,11.0,Blitz Games,T
49,Super Mario Galaxy,Wii,2007.0,Platform,Nintendo,6.06,3.35,1.2,0.74,97.0,73.0,8.9,2147.0,Nintendo,E
3104,Tiger Woods PGA Tour 09,X360,2008.0,Sports,Electronic Arts,0.35,0.23,0.0,0.07,84.0,41.0,7.8,29.0,EA Tiburon,E
887,Call of Duty: World at War,Wii,2008.0,Shooter,Activision,1.17,0.58,0.0,0.18,83.0,19.0,7.6,78.0,Exakt,M
6043,"Sakura Wars: So Long, My Love",PS2,2005.0,Role-Playing,Sega,0.07,0.05,0.15,0.02,81.0,15.0,7.3,26.0,RED Entertainment,T
16230,Monster Rancher Advance 2,GBA,2002.0,Simulation,Tecmo Koei,0.01,0.0,0.0,0.0,79.0,5.0,9.4,9.0,"Tecmo, Graphic Research",E
8708,Driven,PS2,2001.0,Racing,BAM! Entertainment,0.08,0.06,0.0,0.02,38.0,10.0,3.4,5.0,Bam Entertainment,T
3168,Evolve,XOne,2015.0,Shooter,Take-Two Interactive,0.37,0.2,0.0,0.06,74.0,31.0,5.1,336.0,Turtle Rock Studios,M
2949,Mario Pinball Land,GBA,2004.0,Misc,Nintendo,0.5,0.18,0.0,0.01,62.0,35.0,4.9,11.0,Fuse Games Limited,E
139,Driver,PS,1999.0,Action,GT Interactive,3.11,2.8,0.02,0.33,87.0,22.0,8.1,78.0,Reflections Interactive,T
10570,Conflict: Global Terror,XB,2005.0,Shooter,SCi,0.08,0.02,0.0,0.0,62.0,24.0,7.9,8.0,Pivotal Games,M
3197,The Walking Dead: Survival Instinct,X360,2013.0,Shooter,Activision,0.46,0.11,0.0,0.05,32.0,30.0,4,410.0,Terminal Reality,M
5131,DiRT Rally,PS4,2016.0,Racing,Codemasters,0.04,0.27,0.0,0.05,85.0,46.0,8.1,196.0,Codemasters,E
4559,Dog's Life,PS2,2003.0,Adventure,Sony Computer Entertainment,0.21,0.16,0.0,0.05,64.0,19.0,3.1,157.0,Frontier Developments,T
11442,Tornado Outbreak,X360,2009.0,Action,Konami Digital Entertainment,0.07,0.0,0.0,0.01,62.0,12.0,8,6.0,Loose Cannon Studios,E10+
11254,Astro Boy,PS2,2004.0,Action,Sega,0.04,0.03,0.0,0.01,54.0,29.0,6.9,7.0,Sonic Team,E
12783,Harry Potter and the Sorcerer's Stone,PC,2001.0,Action,Electronic Arts,0.01,0.04,0.0,0.01,65.0,11.0,7.8,76.0,KnowWonder,E
3277,Samurai Warriors 2,PS2,2006.0,Action,Tecmo Koei,0.02,0.02,0.57,0.01,58.0,26.0,8.8,13.0,Omega Force,T
10758,Blue Dragon: Awakened Shadow,DS,2009.0,Role-Playing,Namco Bandai Games,0.06,0.0,0.03,0.0,63.0,27.0,6.6,10.0,Tri-Crescendo,E10+
4068,Steel Diver,3DS,2011.0,Action,Nintendo,0.31,0.09,0.05,0.03,58.0,55.0,6.3,29.0,Nintendo,E10+
4408,Viking: Battle for Asgard,X360,2008.0,Action,Sega,0.16,0.23,0.0,0.05,68.0,67.0,8,88.0,Creative Assembly,M
12122,Fighter Maker 2,PS2,2002.0,Fighting,Enterbrain,0.03,0.03,0.0,0.01,58.0,11.0,7.8,5.0,Enterbrain,T
451,Dragon Ball Z: Budokai,PS2,2002.0,Fighting,Atari,2.17,0.28,0.55,0.08,67.0,28.0,7.9,71.0,Dimps Corporation,T
7262,Deadly Creatures,Wii,2009.0,Action,THQ,0.08,0.12,0.0,0.02,72.0,45.0,8.8,36.0,Rainbow Studios,T
7256,NBA 06,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,72.0,19.0,5.4,8.0,SCEA Sports Studio,E
2763,Tom Clancy's Rainbow Six: Vegas,PSP,2007.0,Shooter,Ubisoft,0.42,0.19,0.0,0.13,60.0,20.0,7.1,31.0,Ubisoft Montreal,T
999,Tom Clancy's Ghost Recon,XB,2002.0,Shooter,Ubisoft,1.23,0.46,0.0,0.07,84.0,29.0,6.1,27.0,Red Storm Entertainment,M
389,Grand Theft Auto 2,PS,1998.0,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,70.0,15.0,8,67.0,DMA Design,T
1476,Corvette,PS2,2004.0,Racing,TDK Mediactive,0.65,0.51,0.0,0.17,57.0,15.0,6.5,21.0,Steel Monkeys,E
2240,Disney Magical World,3DS,2013.0,Adventure,Nintendo,0.17,0.2,0.53,0.03,71.0,27.0,7.5,21.0,h.a.n.d. Inc.,E
16190,Darksiders: Warmastered Edition,XOne,2016.0,Action,Nordic Games,0.01,0.0,0.0,0.0,80.0,13.0,7.9,14.0,Nordic Games Publishing,M
7032,Epic Mickey 2: The Power of Two,WiiU,2012.0,Action,Disney Interactive Studios,0.13,0.07,0.01,0.02,57.0,14.0,5.6,46.0,Junction Point,E
4997,Bratz: Rock Angelz,PS2,2005.0,Misc,THQ,0.19,0.15,0.0,0.05,60.0,7.0,5.1,7.0,Blitz Games,E
2972,NBA Street Vol. 2,XB,2003.0,Sports,Electronic Arts,0.62,0.04,0.0,0.02,89.0,22.0,8.8,24.0,Electronic Arts,E
11578,From Russia With Love,PSP,2006.0,Action,Electronic Arts,0.07,0.0,0.0,0.01,61.0,33.0,6.9,12.0,Rebellion,T
4173,NBA Ballers: Phenom,PS2,2006.0,Sports,Midway Games,0.23,0.18,0.0,0.06,69.0,19.0,8.5,8.0,Midway,E
2535,Valkyrie Profile,PS,1999.0,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.05,81.0,8.0,8.8,37.0,Tri-Ace,T
1907,Star Wars: The Force Unleashed,PSP,2008.0,Action,LucasArts,0.43,0.4,0.0,0.24,70.0,10.0,8.1,49.0,Krome Studios,T
6033,The BIGS 2,Wii,2009.0,Sports,Take-Two Interactive,0.26,0.01,0.0,0.02,68.0,5.0,8.5,6.0,Blue Castle Games,E10+
7619,Marvel: Ultimate Alliance 2,DS,2009.0,Role-Playing,Activision,0.16,0.03,0.0,0.02,65.0,7.0,6.7,9.0,n-Space,E10+
1567,Battle Arena Toshinden,PS,1994.0,Fighting,Sony Computer Entertainment,0.39,0.26,0.53,0.08,69.0,4.0,6.3,4.0,Tamsoft,T
3171,X-Men Legends II: Rise of Apocalypse,PS2,2005.0,Role-Playing,Activision,0.53,0.02,0.0,0.09,82.0,44.0,7.3,41.0,Raven Software,T
2230,Operation Flashpoint: Dragon Rising,X360,2009.0,Shooter,Codemasters,0.36,0.45,0.02,0.1,77.0,47.0,7.8,112.0,Codemasters,M
14623,SimCity,PC,1988.0,Simulation,Maxis,0.0,0.02,0.0,0.01,64.0,75.0,2.2,4572.0,Maxis,E10+
3408,Silent Hill: Shattered Memories,PS2,2010.0,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,77.0,8.0,6.8,82.0,Climax Group,M
680,NBA 2K16,XOne,2015.0,Sports,Take-Two Interactive,1.95,0.15,0.0,0.24,86.0,14.0,6.2,115.0,Visual Concepts,E10+
3664,Lips: Number One Hits,X360,2009.0,Misc,Microsoft Game Studios,0.15,0.34,0.0,0.06,70.0,22.0,7.6,7.0,iNiS,T
508,The Elder Scrolls III: Morrowind,XB,2002.0,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,87.0,34.0,8.7,111.0,Bethesda Softworks,T
166,Mario Kart: Super Circuit,GBA,2001.0,Racing,Nintendo,2.62,1.64,0.99,0.23,93.0,24.0,8.3,108.0,Intelligent Systems,E
9198,7 Days to Die,PS4,2016.0,Action,Telltale Games,0.04,0.08,0.0,0.02,45.0,16.0,5.9,140.0,The Fun Pimps Entertainment LLC,M
